Username,Date,Tweet Text,Hashtags,Mentions,Date_parsed,Year,Month,Day,Hour,DayOfWeek,WeekDayName,Season,YearMonth,Iran_Relevance
report5953,"Oct 07, 2026",تا کی باید محیط کاری نگران امنیت باشیم؟ آخرین مورد: ظهر حدود ساعت ۱۲ در دانشگاه شهر زنجان دختری متلک جنسی شده. روزها هم آزار جنسی خیلی زیاده.,آزار_جنسی,,2026-10-07,2026,10,7,0,2,Wednesday,Fall,2026-10,Iran
human.right,"Sep 26, 2023",وقتی صبح در فروشگاه مشهد آزار جنسی فیزیکی اتفاق می‌افته و کسی واکنش نشون نمیده، در ساعات روز هم این اتفاق‌ها میفته. همه مسئولیم فضای عمومی رو امن‌تر کنیم.,آزار_جنسی,,2023-09-26,2023,9,26,0,1,Tuesday,Fall,2023-09,Iran
nazi_justice,"Feb 17, 2022",گزارش: ساعت ۱۲ ظهر خیابان جمهوری اصفهان حادثه آزار جنسی فیزیکی رخ داد. قربانی نوجوان و متهم مرد ناشناس بوده. فضای عمومی باید برای همه امن باشه. در ساعات روز هم این اتفاق‌ها میفته.,,report802,2022-02-17,2022,2,17,0,3,Thursday,Winter,2022-02,Iran
persian422,"Jul 06, 2025",بیدار بشیم! صبح حدود ساعت ۸ تاکسی خمینی‌شهر دانشجوی آزار جنسی کلامی شده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. فضای عمومی ایمن نیست.,,narges5348,2025-07-06,2025,7,6,0,6,Sunday,Summer,2025-07,Ambiguous
women7071,"Dec 12, 2019",دادگاه: گروهی از مردان مرتکب آزار جنسی کلامی دختر در پارک اصفهان شده. حادثه ساعت ۱۷ عصر بوده. در اماکن عمومی هیچ نظارتی نیست.,"آزار_جنسی,پارک_ناامن",shirin.saeed,2019-12-12,2019,12,12,0,3,Thursday,Winter,2019-12,Iran
girl5502,"Feb 14, 2026",بر اساس گزارش‌ها، تماس فیزیکی ناخواسته در تهران ساعت ۱۰ پیش از ظهر در پارک تهران رو به افزایش است. روزها هم آزار جنسی خیلی زیاده. در اماکن عمومی هیچ نظارتی نیست.,آزار_جنسی,,2026-02-14,2026,2,14,0,5,Saturday,Winter,2026-02,Iran
mashhad9899,"Jun 05, 2025",حکم محکومیت مرد ناشناس به جرم نزدیک شدن ناخواسته دختر صادر شد. حادثه صبح حدود ساعت ۸ در خیابان یزد رخ داده. در اماکن عمومی هیچ نظارتی نیست. https://t.co/2e80834,خیابان_ناامن,,2025-06-05,2025,6,5,0,3,Thursday,Summer,2025-06,Iran
hope6639,"Mar 18, 2018",هر روز ترس بیشتر. پیش از ظهر حدود ساعت ۱۰ مجتمع تجری مرند تهدید جنسی شدم. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. در اماکن عمومی هیچ نظارتی نیست.,,,2018-03-18,2018,3,18,0,6,Sunday,Spring,2018-03,Ambiguous
news38,"Sep 20, 2018",واقعاً خسته شدم. شب‌غروب پارک ائل‌گلی سمنان بازم متلک جنسی شنیدم. دختر قربانی بوده. ساعات شب خطر آزار جنسی بالاتره. فضای عمومی اصلاً امن نیست.,پارک_ناامن,,2018-09-20,2018,9,20,0,3,Thursday,Fall,2018-09,Iran
maryam_women,"Jan 23, 2026",آمار نشان می‌دهد تهدید جنسی ساعت ۲۱ شب در بیمارستان بوشهر بیشتر رخ می‌دهد. قربانیان عمدتاً زن هستند. در تاریکی شب آزارگران جرأت بیشتری دارن. محیط کاری ناامن است.,بوشهر,,2026-01-23,2026,1,23,0,4,Friday,Winter,2026-01,Iran
iranintlsport,"Nov 15, 2022",خبرورزشی به نقل از یک شاهد عینی مدعی «تجاوز جنسی گروهی» دو ورزشکار و یک مربی ایرانی به یک زن در کره جنوبی، شده است: «این زن از حمام اتاق ورزشکاران ایرانی برای پلیس لوکیشن می‌فرست. ورزشکاران مدعی می‌شوند تنها مورد سوم به زور بوده و بقیه با رضایت بوده.» خبرورزشی به نقل این شاهد https://t.co/wnbhmUo4b5,,,2022-11-15,2022,11,15,0,1,Tuesday,Fall,2022-11,Iran
sara6054,"Mar 20, 2018",منابع امنیتی: ساعت ۸ صبح در ایستگاه اتوبوس شهر زنجان مردی مورد سوت زدن و متلک قرار گرفته. متهم دستگیر شده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته.,حقوق_زنان,,2018-03-20,2018,3,20,0,1,Tuesday,Spring,2018-03,Iran
mhd6034,"Oct 27, 2026",نکنه من تنها کسی هستم که پیش از ظهر حدود ساعت ۱۰ در اتوبوس شهر بیرجند خیره شدن جنسی شده؟ در ساعات روز هم این اتفاق‌ها میفته. زنها باید قوی‌تر باشن.,,,2026-10-27,2026,10,27,0,1,Tuesday,Fall,2026-10,Ambiguous
watch191,"May 02, 2022",خبر: موتورسوار به اتهام آزار جنسی کلامی کودک خیابان برلین بازداشت شد. ماجرا پیش از ظهر اتفاق افتاده. فضای عمومی باید برای همه امن باشه.,خیابان_ناامن,,2022-05-02,2022,5,2,0,0,Monday,Spring,2022-05,Ambiguous
zahra825,"Oct 18, 2025",منابع امنیتی: ساعت ۱۵ بعدازظهر در سالن سینما مشهد زن جوانی مورد نزدیک شدن ناخواسته قرار گرفته. متهم دستگیر شده. در ساعات روز هم این اتفاق‌ها میفته.,,,2025-10-18,2025,10,18,0,5,Saturday,Fall,2025-10,Iran
hamid809,"Jun 21, 2021",روایتی از سوت زدن و متلک در تهران: ظهر حدود ساعت ۱۲ کلانتری تهران پسری مورد آزار قرار گرفت. روزها هم آزار جنسی خیلی زیاده. متهم هنوز دستگیر نشده. https://t.co/330beb5,تهران,,2021-06-21,2021,6,21,0,0,Monday,Summer,2021-06,Iran
javadimr,"Jul 30, 2020",بیش از نیمی از زنان در تهران تجربه بوق زدن ماشین‌ها و ۴۰٪تجربه متلک شنیدن را داشته‌اند.۱۵٪ هم تجربه لمس به عنوان آزار داشته‌اند. تجاوز انتهای زنجیره‌ای است که ابتدایش مردی است که به خود حق نگاه خیره و بوق زدن به هر زنی در خیابان را می‌دهد. #آزار_جنسی را جدی بگیریم، #ساکت_نباشیم.,"آزار_جنسی,ساکت_نباشیم",,2020-07-30,2020,7,30,0,3,Thursday,Summer,2020-07,Iran
right291,"Aug 17, 2020",پلیس از بازداشت متهم تفقی زن خبر داد. حادثه ساعت ۱۲ ظهر در مدرسه دخترانه شاهرود رخ داده. در ساعات روز هم این اتفاق‌ها میفته.,,,2020-08-17,2020,8,17,0,0,Monday,Summer,2020-08,Ambiguous
NasehMohi,"Nov 06, 2023",اگر به زنی در خیابان شلوغ تعرضی کلامی یا فیزیکی شود، از نظر اکثر زنان و مردانی که می‌بینند بهترین کار این است که زن از محل دور شود. زن هم آرزو دارد بتواند فرار کند. البته اقلیتی دوست دارند بماند و نگاه کنند. این مسیر پرورش متجاوز است، زن باید گزینه‌ای بهتر از فرار داشته باشد!,,,2023-11-06,2023,11,6,0,0,Monday,Fall,2023-11,Ambiguous
tehran5919,"Jun 16, 2024",نمیدونم چی بگم. عصر حدود ساعت ۱۷ در پارک مشهد مهاجم بهم تهدید جنسی کرد. مکان‌های عمومی شهر ناامن هستند. با شروع تاریکی امنیت کمتر میشه.,,,2024-06-16,2024,6,16,0,6,Sunday,Summer,2024-06,Iran
hamid9300,"Oct 01, 2021",قربانی آزار در برابر جنسی در اتوبوس شهر مشهد تعریف می‌کنه: ظهر حدود ساعت ۱۲ بودم که ناگهان مسافر مرد... روزها هم آزار جنسی خیلی زیاده. فضای عمومی باید برای همه امن باشه.,,news508,2021-10-01,2021,10,1,0,4,Friday,Fall,2021-10,Iran
parvin9136,"Dec 02, 2017",#آزار_بس! ساعت ۲۳ نیمه‌شب کلانتری تهران زن مسافری دنبال کردن شد. در تاریکی شب آزارگران جرأت بیشتری دارن. محیط کاری باید امن‌تر بشه.,زن_زندگی_آزادی,,2017-12-02,2017,12,2,0,5,Saturday,Winter,2017-12,Iran
life_shirin,"Jul 03, 2018",فضای عمومی برای زنان ناامنه. همین بعدازظهر فروشگاه کرمانشاه زنی عکسبرداری ناخواسته شد. در ساعات روز هم این اتفاق‌ها میفته.,زن_زندگی_آزادی,,2018-07-03,2018,7,3,0,1,Tuesday,Summer,2018-07,Iran
persian5665,"Mar 16, 2025",نکنه من تنها کسی هستم که شب حدود ساعت ۲۱ در هتل رشت آزار جنسی کلامی شده؟ شب وقت بیشترین گزارش‌های آزار جنسی هست. دخترها باید قوی‌تر باشن.,,,2025-03-16,2025,3,16,0,6,Sunday,Spring,2025-03,Iran
TomHagan__,"Dec 24, 2025",خبرنگار کسکش تعجب میکنه از اینکه تو یک سال ۷ بار این زن آزار دیده. ما که هیچ‌هایکینگ هوکر نیستیم هم برامون غریب نیست این عدد. یعنی تو ایران که رسما مالیده میشدیم تو خیابون و اتوبوس حدود ساعت ۵، بیش از ۷ بار در سال. حالا این چون هوکر بوده مرد کسکش اجازه میداده به خودش که بهش تجاوز کنه,,,2025-12-24,2025,12,24,0,2,Wednesday,Winter,2025-12,Iran
hossein784,"Nov 19, 2025",روایتی از نگاه خیره جنسی در قم: صبح حدود ساعت ۸ در مترو شهر قم زنی مورد آزار قرار گرفت. در ساعات روز هم این اتفاق‌ها میفته. متهم هنوز دستگیر نشده.,امنیت_زنان,,2025-11-19,2025,11,19,0,2,Wednesday,Fall,2025-11,Iran
mashhad401,"Jan 04, 2022",تا کی باید محیط کاری نگران امنیت باشیم؟ آخرین مورد: ظهر در شرکت شهر مرند دانشجوی نزدیک شدن ناخواسته شده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته.,آزار_محل_کار,,2022-01-04,2022,1,4,0,1,Tuesday,Winter,2022-01,Ambiguous
arenapersian,"Jan 29, 2023",روزنامه بریتانیایی گاردین در گزارشی به گسترش نافرمانی مدنی زنان در ایران در برابر حجاب اجباری پرداخته است. در استانبول,,,2023-01-29,2023,1,29,0,6,Sunday,Winter,2023-01,Iran
ali134,"Apr 12, 2022",ساعت ۸ صبح تاکسی تبریز آزار جنسی کلامی رو تجربه کردم. چرا باید سکوت کنم؟. روزها هم آزار جنسی خیلی زیاده.,آزار_جنسی,,2022-04-12,2022,4,12,0,1,Tuesday,Spring,2022-04,Iran
HazharAlipour83,"Sep 26, 2022","آگاهیِ جمعی مردم بعدازظهر در آسانسور، پروژه‌ی انحرافِ شعارها توسط باندهای ""سپاهی—سلطنتی"" را به شکستی مفتضحانه کشانده است. ۱/۱ #زن_زندگی_آزادی #نه_به_فاشیسم #مرگ_بر_دیکتاتور","زن_زندگی_آزادی,نه_به_فاشیسم,مرگ_بر_دیکتاتور",,2022-09-26,2022,9,26,0,0,Monday,Fall,2022-09,Ambiguous
mina41,"Feb 22, 2024",هر روز ترس بیشتر. صبح در بیمارستان شهر کلن آلمان متلک جنسی شدم. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. در محل کار و تحصیل آزار جنسی نباید نادیده گرفته بشه.,,,2024-02-22,2024,2,22,0,3,Thursday,Winter,2024-02,Foreign
mehdi.mhd,"Sep 28, 2022",دیروز بعدازظهر حدود ساعت ۱۵ استخر رشت مورد نزدیک شدن ناخواسته قرار گرفتم. یک نگهبان بدون هیچ ترس در ساعات روز هم این اتفاق‌ها میفته. تا کی باید تحمل کنیم؟,رشت,,2022-09-28,2022,9,28,0,2,Wednesday,Fall,2022-09,Iran
report579,"Mar 05, 2023",قربانی نزدیک شدن ناخواسته در کلانتری همدان تعریف می‌کنه: نیمه‌شب بودم که ناگهان مسئول بازداشتگاه... بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه.,زن_زندگی_آزادی,,2023-03-05,2023,3,5,0,6,Sunday,Spring,2023-03,Iran
persian3551,"May 09, 2023",شکایت دانشجو از رئیس به اتهام تهدید جنسی در محل کار خمینی‌شهر ثبت شد. ماجرا ساعت ۱۰ پیش از ظهر رخ داده. محیط سازمانی باید امن‌تر بشه.,آزار_محل_کار,,2023-05-09,2023,5,9,0,1,Tuesday,Spring,2023-05,Ambiguous
nazi381,"Feb 09, 2023",بر اساس گزارش‌ها، سوت زدن و متلک در قم بعدازظهر حدود ساعت ۱۵ در در دانشگاه شهر قم رو به افزایش است. روزها هم آزار جنسی خیلی زیاده. محیط سازمانی باید امن‌تر بشه.,,,2023-02-09,2023,2,9,0,3,Thursday,Winter,2023-02,Iran
mohsen752,"Oct 20, 2022",#آزار_بس! صبح حدود ساعت ۸ استخر زاهدان دختری آزار جنسی فیزیکی شد. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. مکان نیمه‌عمومی باید امن‌تر بشه.,,,2022-10-20,2022,10,20,0,3,Thursday,Fall,2022-10,Iran
mashhad1099,"Nov 23, 2019",شکایت زن جوان از مرد به اتهام آزار جنسی کلامی خیابان خرم‌آباد ثبت شد. ماجرا ساعت ۱۵ بعدازظهر رخ داده. در اماکن عمومی هیچ نظارتی نیست.,آزار_جنسی,,2019-11-23,2019,11,23,0,5,Saturday,Fall,2019-11,Ambiguous
tehran993,"Jun 13, 2024",تا کی باید فضای عمومی نگران امنیت باشیم؟ آخرین مورد: ساعت ۱۵ بعدازظهر در تاکسی مشهد دختر جوانی نگاه خیره جنسی شده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,,,2024-06-13,2024,6,13,0,3,Thursday,Summer,2024-06,Iran
hamid184,"Sep 15, 2024",هر روز ترس بیشتر. ساعت ۲ ساعات پایانی شب در زندان شیراز متلک جنسی شدم. شب‌ها امنیت برای زنان خیلی کمتره. در محل کار و تحصیل آزار جنسی نباید نادیده گرفته بشه.,,"farhi3760,maryam4478",2024-09-15,2024,9,15,0,6,Sunday,Fall,2024-09,Iran
mhd_hamid,"Feb 28, 2026",باز هم خبر نگاه خیره جنسی! این بار شب‌غروب در پارک دانشجو خرم‌آباد. قربانی زن جوان بوده. شب‌ها امنیت برای زنان خیلی کمتره. تا کی فضای عمومی ناامن باشه؟ https://t.co/508e264,آزار_جنسی,,2026-02-28,2026,2,28,0,5,Saturday,Winter,2026-02,Ambiguous
parvin6925,"Feb 19, 2026",باز هم خبر دنبال کردن! این بار نیمه‌شب حدود ساعت ۲۳ تاکسی کرج. قربانی زن بوده. شب‌ها امنیت برای زنان خیلی کمتره. تا کی فضای عمومی ناامن باشه؟,,,2026-02-19,2026,2,19,0,3,Thursday,Winter,2026-02,Iran
tehran489,"Apr 27, 2024",گزارش: ظهر حدود ساعت ۱۲ درمانگاه بندرعباس حادثه نگاه خیره جنسی رخ داد. قربانی زن و متهم پرستار مرد بوده. در محل کار و تحصیل آزار جنسی نباید نادیده گرفته بشه. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,بندرعباس,,2024-04-27,2024,4,27,0,5,Saturday,Spring,2024-04,Iran
justice3717,"Nov 08, 2021",ادعانامه علیه مهاجم که شب حدود ساعت ۲۱ در پارک برلین مرتکب نزدیک شدن ناخواسته شده صادر شد. قربانی دختر بوده. فضای عمومی باید برای همه امن باشه.,آزار_جنسی,,2021-11-08,2021,11,8,0,0,Monday,Fall,2021-11,Ambiguous
zahra331,"Aug 05, 2025",واقعاً متاسفم. پیش از ظهر حدود ساعت ۱۰ در پارک کرج نگاه خیره جنسی اتفاق افتاد و قربانی زن بود. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. فضای عمومی باید برای همه امن باشه.,پارک_ناامن,,2025-08-05,2025,8,5,0,1,Tuesday,Summer,2025-08,Iran
ali646,"Nov 23, 2023",جنبش علیه آزار جنسی فیزیکی: ساعت ۱۹ شب‌غروب در بی‌آرتی شیراز تجمعی برگزار شد. ساعات شب خطر آزار جنسی بالاتره. فضای عمومی باید پایان داده بشه به این آزارها.,حقوق_زنان,,2023-11-23,2023,11,23,0,3,Thursday,Fall,2023-11,Iran
nazi_nazi,"Nov 23, 2019",بازداشت متهم تفقی در تبریز. حادثه صبح حدود ساعت ۸ در اتوبوس تبریز رخ داده. قربانی زن مسافر گزارش داده. فضای عمومی باید برای همه امن باشه.,,sara589,2019-11-23,2019,11,23,0,5,Saturday,Fall,2019-11,Iran
hope2126,"Jan 13, 2026",#آزار_بس! شب در تاکسی اینترنتی شهر کرمانشاه دختری سوت زدن و متلک شد. در تاریکی شب آزارگران جرأت بیشتری دارن. فضای عمومی باید امن‌تر بشه.,آزار_جنسی,,2026-01-13,2026,1,13,0,1,Tuesday,Winter,2026-01,Iran
farsi9100,"Aug 09, 2026",دیروز ظهر حدود ساعت ۱۲ در ایستگاه مترو تهران مورد نزدیک شدن ناخواسته قرار گرفتم. یک مرد بدون هیچ ترس حتی روشنای روز هم جلوی آزار رو نمی‌گیره. تا کی باید تحمل کنیم؟,مترو_ناامن,,2026-08-09,2026,8,9,0,6,Sunday,Summer,2026-08,Iran
hope463,"Mar 25, 2020",واقعاً خسته شدم. ساعت ۲۳ نیمه‌شب خیابان امامت اصفهان بازم دنبال کردن شنیدم. زن مسافر قربانی بوده. شب وقت بیشترین گزارش‌های آزار جنسی هست. فضای عمومی اصلاً امن نیست.,"آزار_جنسی,زن_زندگی_آزادی",,2020-03-25,2020,3,25,0,2,Wednesday,Spring,2020-03,Iran
narges9033,"Jun 17, 2018",قربانی آزار جنسی فیزیکی دانشگاه مشهد تعریف می‌کنه: صبح بودم که ناگهان استاد... روزها هم آزار جنسی خیلی زیاده. محیط سازمانی باید امن‌تر بشه.,آزار_بس,,2018-06-17,2018,6,17,0,6,Sunday,Summer,2018-06,Iran
tehran499,"Feb 05, 2024",حکم محکومیت استاد به جرم خیره شدن جنسی دختر صادر شد. حادثه صبح حدود ساعت ۸ دانشگاه لرستان رخ داده. محیط سازمانی باید امن‌تر بشه. https://t.co/388b430,,,2024-02-05,2024,2,5,0,0,Monday,Winter,2024-02,Iran
mhd933,"May 15, 2020",شکایت دختر جوان از همکار به اتهام تماس فیزیکی ناخواسته در شرکت اصفهان ثبت شد. ماجرا ساعت ۱۲ ظهر رخ داده. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه.,آزار_محل_کار,,2020-05-15,2020,5,15,0,4,Friday,Spring,2020-05,Iran
Homozereshk,"Jun 28, 2024","بایدن امروز به ترامپ گفته ""که هیچ رئیس‌جمهوری در تاریخ ما مرتکب چنین جنایاتی نشده است... شما باید چند میلیارد دلار جریمه مدنی بپردازید، به جرم آزار و اذیت یک زن در اماکن عمومی و رابطه جنسی با یک بازیگر فیلم‌های پورن در شب باردار شدن همسرتان، اخلاقی مانند اخلاق گربه ولگرد دارید»",,,2024-06-28,2024,6,28,0,4,Friday,Summer,2024-06,Ambiguous
life7124,"Mar 05, 2021",بعدازظهر پارک ارومیه تماس فیزیکی ناخواسته رو تجربه کردم. خیلی‌ها مثل من سکوت می‌کنن چون می‌ترسن. روزها هم آزار جنسی خیلی زیاده.,ارومیه,,2021-03-05,2021,3,5,0,4,Friday,Spring,2021-03,Iran
salamcinama,"Apr 30, 2023",After The Hunt  (10 اکتبر) جولیا رابرتز در این درام لوکا گوادانینو نقش استاد دانشگاهی را بازی می‌کند که پس از افشای یک پرونده تجاوز جنسی در دانشگاه، با پیامدهای آن روبه‌رو می‌شود صبح. https://t.co/XuhcBhbDYJ,,,2023-04-30,2023,4,30,0,6,Sunday,Spring,2023-04,Ambiguous
narges749,"Dec 16, 2023",آمار آزار جنسی کلامی در رشت نگران‌کننده است. آخرین مورد ساعت ۱۲ ظهر در دانشگاه رشت رخ داده. روزها هم آزار جنسی خیلی زیاده.,آزار_جنسی,,2023-12-16,2023,12,16,0,5,Saturday,Winter,2023-12,Iran
mashhad9663,"Nov 07, 2024",تا کی باید فضای عمومی نگران امنیت باشیم؟ آخرین مورد: ساعت ۱۰ پیش از ظهر در بی‌آرتی شهر زنجان زنی عکسبرداری ناخواسته شده. در ساعات روز هم این اتفاق‌ها میفته.,,,2024-11-07,2024,11,7,0,3,Thursday,Fall,2024-11,Iran
report683,"Mar 26, 2018",هر روز ترس بیشتر. ساعت ۲۳ نیمه‌شب در تاکسی شهر بجنورد اظهارنظر جنسی شدم. شب وقت بیشترین گزارش‌های آزار جنسی هست. در اماکن عمومی هیچ نظارتی نیست.,"آزار_جنسی,تاکسی_ناامن",,2018-03-26,2018,3,26,0,0,Monday,Spring,2018-03,Ambiguous
shirin1408,"May 13, 2022",بازداشت متهم نزدیک شدن ناخواسته در مشهد. حادثه صبح در بی‌آرتی مشهد رخ داده. قربانی زن گزارش داده. فضای عمومی باید برای همه امن باشه.,,,2022-05-13,2022,5,13,0,4,Friday,Spring,2022-05,Iran
persian473,"Mar 15, 2024",کسی دیگه هم ساعت ۱۹ شب‌غروب پارک رشت خیره شدن جنسی رو تجربه کرده؟ زنها در تاریکی شب آزارگران جرأت بیشتری دارن. فضای عمومی باید جدی‌تر گرفته بشه.,پارک_ناامن,,2024-03-15,2024,3,15,0,4,Friday,Spring,2024-03,Iran
tehran370,"Dec 07, 2026",حکم محکومیت مسافر مرد به جرم اظهارنظر جنسی زن شاغل صادر شد. حادثه ساعت ۲۳ نیمه‌شب در تاکسی تهران رخ داده. فضای عمومی باید برای همه امن باشه.,تاکسی_ناامن,"mehdi2655,narges1733",2026-12-07,2026,12,7,0,0,Monday,Winter,2026-12,Iran
free361,"Feb 01, 2025",دیروز صبح در اداره پلیس شهر کرج مورد تجاوز جنسی قرار گرفتم. یک پلیس بدون هیچ ترس روزها هم آزار جنسی خیلی زیاده. تا کی باید تحمل کنیم؟,آزار_بس,ahmad_farsi,2025-02-01,2025,2,1,0,5,Saturday,Winter,2025-02,Iran
amir470,"Jan 16, 2021",باز هم خبر نزدیک شدن ناخواسته! این بار بعدازظهر حدود ساعت ۱۵ شرکت مشهد. قربانی زن بوده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. تا کی محیط کاری ناامن باشه؟,آزار_محل_کار,nazi110,2021-01-16,2021,1,16,0,5,Saturday,Winter,2021-01,Iran
Taheri_Movement,"Dec 06, 2023",سازمان عفو بین‌الملل روز چهارشنبه ششم دسامبر، ۱۵ آذر با انتشار گزارش جدید خود، اعمال آزار، خشونت و آزار جنسی سیستماتیک و نظام‌مند علیه معترضان توسط ماموران انتظامی، امنیتی و اطلاعاتی در جریان خیزش سراسری #زن‌_زندگی_آزادی در #ایران را تایید کرده است. #عفو_بین‌الملل مرتکبان خشونت نیمه‌شب در ونکوور،,"زن,ایران,عفو_بین",,2023-12-06,2023,12,6,0,2,Wednesday,Winter,2023-12,Iran
parvin_hossein,"Oct 25, 2025",آمار نشان می‌دهد آزار جنسی کلامی شب‌غروب حدود ساعت ۱۹ در مجتمع تجری اصفهان بیشتر رخ می‌دهد. قربانیان عمدتاً مرد هستند. شب‌ها امنیت برای زنان خیلی کمتره. فضای عمومی ناامن است.,زن_زندگی_آزادی,"sara72,news_mina",2025-10-25,2025,10,25,0,5,Saturday,Fall,2025-10,Iran
watch947,"Aug 07, 2021",نیمه‌شب حدود ساعت ۲۳ در منزل تبریز نزدیک شدن ناخواسته رو تجربه کردم. این بار شکایت کردم. در تاریکی شب آزارگران جرأت بیشتری دارن.,آزار_جنسی,,2021-08-07,2021,8,7,0,5,Saturday,Summer,2021-08,Iran
zahra8807,"Jan 28, 2025",هر روز ترس بیشتر. صبح در پارک شهر تبریز تماس فیزیکی ناخواسته شدم. در ساعات روز هم این اتفاق‌ها میفته. فضای عمومی باید برای همه امن باشه.,,"zahra624,mohsen680",2025-01-28,2025,1,28,0,1,Tuesday,Winter,2025-01,Iran
student8145,"Sep 15, 2025",وقتی پیش از ظهر مترو اهواز متلک جنسی اتفاق می‌افته و کسی واکنش نشون نمیده، فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. همه مسئولیم فضای عمومی رو امن‌تر کنیم.,اهواز,,2025-09-15,2025,9,15,0,0,Monday,Fall,2025-09,Iran
hamid1132,"Jun 20, 2023",پلیس از بازداشت متهم دنبال کردن زن خبر داد. حادثه ساعت ۸ صبح در سوپرمارکت شهر سنندج رخ داده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,,"iran_farsi,light490",2023-06-20,2023,6,20,0,1,Tuesday,Summer,2023-06,Iran
parvin212,"Aug 12, 2025",گزارش: صبح در آپارتمان ونکوور حادثه دنبال کردن رخ داد. قربانی زن و متهم همسایه بوده. حتی در خانه هم امنیت نیست. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته.,,,2025-08-12,2025,8,12,0,1,Tuesday,Summer,2025-08,Ambiguous
news6399,"Jul 05, 2025",پلیس از بازداشت متهم دنبال کردن کودک خبر داد. حادثه صبح در ایستگاه مترو شهر تهران رخ داده. روزها هم آزار جنسی خیلی زیاده.,آزار_جنسی,,2025-07-05,2025,7,5,0,5,Saturday,Summer,2025-07,Iran
tehran9341,"Apr 21, 2016",قربانی نگاه خیره جنسی در راهروی مدرسه لرستان تعریف می‌کنه: ساعت ۸ صبح بودم که ناگهان مرد ناشناس... فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. در محل کار و تحصیل آزار جنسی نباید نادیده گرفته بشه. https://t.co/4306707,"آزار_جنسی,لرستان","women5364,nazi.ahmad",2016-04-21,2016,4,21,0,3,Thursday,Spring,2016-04,Iran
nastoohbanoo,"Jul 08, 2018",سیکتیر بابا در مورد زن زندگی آزادی تو خفه شو در حدش نیستی حرف بزنی #KingRezaPahlavi #جاویدشاه #RiseIran #اعتراضات_سراسری شب‌غروب,"KingRezaPahlavi,جاویدشاه,RiseIran,اعتراضات_سراسری",,2018-07-08,2018,7,8,0,6,Sunday,Summer,2018-07,Ambiguous
women_human,"Dec 20, 2026",پلیس از بازداشت متهم متلک جنسی دختر خبر داد. حادثه ساعت ۱۰ پیش از ظهر واگن مترو تبریز رخ داده. در ساعات روز هم این اتفاق‌ها میفته.,,,2026-12-20,2026,12,20,0,6,Sunday,Winter,2026-12,Iran
voice601,"Nov 20, 2016",نمیدونم چی بگم. ساعت ۲۱ شب در تاکسی آژانس تبریز راننده اسنپ بهم خیره شدن جنسی کرد. در اماکن عمومی هیچ نظارتی نیست. شب وقت بیشترین گزارش‌های آزار جنسی هست.,,,2016-11-20,2016,11,20,0,6,Sunday,Fall,2016-11,Iran
M_Rajavi_Iran,"Sep 09, 2023",در #روز_جهانی_منع_خشونت_علیه_زنان، به یاد همه زنانی هستیم که در این سال با ستم و سرکوب هدف قرار گرفتند. خشونت و سرکوب، زنان را در همه عرصه‌ها هدف قرار می‌دهد. طی بیش از ۴دهه رژیم زن‌ستیز آخوندی ده‌ها هزار زن مخالف را زندانی حدود ساعت ۱۰، شکنجه یا اعدام کرده است. هم‌اکنون نیز زنان در زندان,روز_جهانی_منع_خشونت_علیه_زنان,,2023-09-09,2023,9,9,0,5,Saturday,Fall,2023-09,Ambiguous
obs894,"Dec 13, 2021",دیروز ساعت ۱۵ بعدازظهر در اداره دولتی شهر قزوین مورد خیره شدن جنسی قرار گرفتم. یک رئیس بدون هیچ ترس روزها هم آزار جنسی خیلی زیاده. تا کی باید تحمل کنیم؟,حقوق_زنان,"tehran8793,tehran462",2021-12-13,2021,12,13,0,0,Monday,Winter,2021-12,Iran
me_too_iran,"Apr 22, 2024",روایت اول از آزارگری عرشیا شادمان مهر ❌خواندن این روایت برای همه مناسب نیست❌ «در توییتر با او آشنا شدم. به‌خاطر نام کاربری جالبی که داشت؛ «غلط‌گیر توییتر». در مکالماتی که داشتیم دائم تأکید می‌کرد: «من هیچ‌کسی را در زندگیم ندارم» و وقتی از او می‌پرسیدم: «چه نوع رابطه‌ای می حدود ساعت ۱۵ در تاکسی آژانس,,,2024-04-22,2024,4,22,0,0,Monday,Spring,2024-04,Ambiguous
